Order ID,Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Year,Month,Profit Margin %,,Total Sales,Total Profit,Total Orders
1757,26-10-23,Mouse,Accessories,West,5,1940,423.17,2023,October,2181.29%,,,,
1758,28-07-23,Mouse,Accessories,South,4,356,59.15,2023,July,1661.52%,,,,
1759,26-05-23,Monitor,Accessories,West,5,1095,269.87,2023,May,2464.57%,,,,
1760,07-12-22,Tablet,Electronics,North,8,4064,543.9,2022,December,1338.34%,,,,
1761,20-11-24,Smartwatch,Electronics,West,7,5453,1592.37,2024,November,2920.17%,,,,
1762,31-03-24,Monitor,Accessories,South,8,7104,529.35,2024,March,745.14%,,,,
1763,17-04-24,Keyboard,Accessories,East,9,2745,660.56,2024,April,2406.41%,,,,
1764,06-05-24,Camera,Electronics,North,5,1030,64.81,2024,May,629.22%,,,,
1765,25-02-23,Tablet,Electronics,North,9,8973,471.86,2023,February,525.87%,,,,
1766,14-12-22,Keyboard,Accessories,North,2,794,128.5,2022,December,1618.39%,,,,
1767,20-12-23,Printer,Office,South,6,2142,476.19,2023,December,2223.11%,,,,
1768,13-10-23,Headphones,Accessories,East,2,414,51.1,2023,October,1234.30%,,,,
1769,14-06-23,Tablet,Electronics,North,3,1416,220.7,2023,June,1558.62%,,,,
1770,02-04-22,Tablet,Electronics,South,3,2103,541.35,2022,April,2574.18%,,,,
1771,20-06-24,Camera,Electronics,West,3,861,173.49,2024,June,2014.98%,,,,
1772,19-05-24,Headphones,Accessories,West,3,2367,222.26,2024,May,938.99%,,,,
1773,16-01-23,Tablet,Electronics,South,5,2435,688.82,2023,January,2828.83%,,,,
1774,07-05-23,Printer,Office,South,4,2456,163.61,2023,May,666.16%,,,,
1775,01-07-23,Laptop,Electronics,East,4,3216,962.49,2023,July,2992.82%,,,,
1776,25-07-24,Smartwatch,Electronics,East,4,4324,833.11,2024,July,1926.71%,,,,
1777,27-09-23,Mouse,Accessories,South,4,2628,727.87,2023,September,2769.67%,,,,
1778,12-08-23,Keyboard,Accessories,West,8,8992,2018.64,2023,August,2244.93%,,,,
1779,24-07-24,Laptop,Electronics,West,6,360,22.16,2024,July,615.56%,,,,
1780,26-07-22,Tablet,Electronics,South,3,2067,479.39,2022,July,2319.25%,,,,
1781,03-12-24,Mouse,Accessories,South,9,3573,550.44,2024,December,1540.55%,,,,
1782,15-08-23,Laptop,Electronics,South,8,1800,142.86,2023,August,793.67%,,,,
1783,28-11-23,Printer,Office,South,8,3912,334.1,2023,November,854.04%,,,,
1784,03-08-22,Headphones,Accessories,North,8,5640,747.26,2022,August,1324.93%,,,,
1785,02-09-22,Tablet,Electronics,South,1,552,115.74,2022,September,2096.74%,,,,
1786,25-04-22,Mouse,Accessories,South,7,1428,289.65,2022,April,2028.36%,,,,
1787,12-01-22,Printer,Office,West,1,349,42.05,2022,January,1204.87%,,,,
1788,30-10-22,Tablet,Electronics,North,6,6402,1366.28,2022,October,2134.15%,,,,
1789,09-06-23,Monitor,Accessories,East,9,657,185.95,2023,June,2830.29%,,,,
1790,13-01-23,Mouse,Accessories,West,7,5327,950.7,2023,January,1784.68%,,,,
1791,27-01-24,Keyboard,Accessories,North,4,4196,1152.45,2024,January,2746.54%,,,,
1792,04-11-23,Laptop,Electronics,East,4,2892,863.47,2023,November,2985.72%,,,,
1793,07-08-24,Laptop,Electronics,West,9,2772,432.77,2024,August,1561.22%,,,,
1794,13-07-24,Smartwatch,Electronics,North,6,4692,1044.97,2024,July,2227.13%,,,,
1795,07-12-22,Mouse,Accessories,East,6,2742,334.48,2022,December,1219.84%,,,,
1796,16-01-23,Smartphone,Electronics,North,8,8896,1154.96,2023,January,1298.29%,,,,
1797,21-11-22,Mouse,Accessories,North,2,2344,385.19,2022,November,1643.30%,,,,
1798,26-01-22,Headphones,Accessories,South,7,4186,655.53,2022,January,1566.01%,,,,
1799,14-11-24,Tablet,Electronics,East,9,5238,1152.42,2024,November,2200.11%,,,,
1800,20-10-22,Mouse,Accessories,North,3,2982,452.22,2022,October,1516.50%,,,,
1801,14-05-24,Smartwatch,Electronics,West,4,2580,602.5,2024,May,2335.27%,,,,
1802,17-01-24,Keyboard,Accessories,West,5,2675,671.6,2024,January,2510.65%,,,,
1803,30-07-24,Printer,Office,East,4,2396,608.5,2024,July,2539.65%,,,,
1804,30-09-24,Laptop,Electronics,West,5,1600,242.25,2024,September,1514.06%,,,,
1805,09-09-23,Smartwatch,Electronics,North,4,304,34.73,2023,September,1142.43%,,,,
1806,24-05-24,Keyboard,Accessories,East,9,2070,457.39,2024,May,2209.61%,,,,
1807,12-09-22,Printer,Office,North,5,1230,158.23,2022,September,1286.42%,,,,
1808,29-05-23,Camera,Electronics,South,6,6234,758.78,2023,May,1217.16%,,,,
1809,27-01-24,Headphones,Accessories,South,2,396,46.33,2024,January,1169.95%,,,,
1810,17-08-23,Mouse,Accessories,East,9,2349,244.18,2023,August,1039.51%,,,,
1811,15-07-23,Headphones,Accessories,North,9,5949,626.92,2023,July,1053.82%,,,,
1812,15-01-22,Printer,Office,East,7,5957,1433.85,2022,January,2407.00%,,,,
1813,04-12-24,Headphones,Accessories,East,3,1989,299.79,2024,December,1507.24%,,,,
1814,19-11-24,Mouse,Accessories,South,1,1138,243.36,2024,November,2138.49%,,,,
1815,15-04-22,Tablet,Electronics,West,9,3321,689.64,2022,April,2076.60%,,,,
1816,03-10-23,Camera,Electronics,South,4,4480,592.82,2023,October,1323.26%,,,,
1817,14-02-23,Smartwatch,Electronics,East,3,1533,440.88,2023,February,2875.93%,,,,
1818,10-02-24,Mouse,Accessories,East,1,109,10.35,2024,February,949.54%,,,,
1819,07-04-24,Smartphone,Electronics,South,4,2380,594.86,2024,April,2499.41%,,,,
1820,22-08-22,Printer,Office,South,8,2592,432.37,2022,August,1668.09%,,,,
1821,08-12-23,Laptop,Electronics,East,6,5112,1289.47,2023,December,2522.44%,,,,
1822,02-04-23,Smartwatch,Electronics,North,8,9392,1753.08,2023,April,1866.57%,,,,
1823,21-10-24,Laptop,Electronics,West,2,2386,381.83,2024,October,1600.29%,,,,
1824,03-12-24,Smartwatch,Electronics,South,5,465,71.23,2024,December,1531.83%,,,,
1825,19-04-23,Smartphone,Electronics,West,2,604,102.52,2023,April,1697.35%,,,,
1826,02-10-22,Smartwatch,Electronics,East,2,2216,650.27,2022,October,2934.43%,,,,
1827,06-06-23,Mouse,Accessories,East,4,1168,220.22,2023,June,1885.45%,,,,
1828,26-01-22,Monitor,Accessories,South,7,4088,230.43,2022,January,563.67%,,,,
1829,24-02-22,Keyboard,Accessories,West,7,2597,152.09,2022,February,585.64%,,,,
1830,22-08-23,Smartwatch,Electronics,West,3,2151,322.03,2023,August,1497.12%,,,,
1831,08-09-24,Laptop,Electronics,East,6,462,71.22,2024,September,1541.56%,,,,
1832,23-10-22,Mouse,Accessories,North,7,5957,1077.86,2022,October,1809.40%,,,,
1833,13-12-23,Smartphone,Electronics,West,6,6978,2028.63,2023,December,2907.18%,,,,
1834,20-10-24,Headphones,Accessories,South,1,282,72.5,2024,October,2570.92%,,,,
1835,05-12-23,Camera,Electronics,East,1,157,27.65,2023,December,1761.15%,,,,
1836,14-07-23,Monitor,Accessories,North,8,3304,404.33,2023,July,1223.76%,,,,
1837,13-02-22,Headphones,Accessories,North,3,3051,201.26,2022,February,659.65%,,,,
1838,16-06-24,Mouse,Accessories,East,9,8082,1783.55,2024,June,2206.82%,,,,
1839,14-10-24,Laptop,Electronics,West,3,510,110.38,2024,October,2164.31%,,,,
1840,20-04-24,Tablet,Electronics,East,8,3976,1170.36,2024,April,2943.56%,,,,
1841,26-12-23,Smartphone,Electronics,East,9,828,59.99,2023,December,724.52%,,,,
1842,05-04-23,Headphones,Accessories,West,7,2457,388.11,2023,April,1579.61%,,,,
1843,02-08-23,Camera,Electronics,North,4,3924,298.07,2023,August,759.61%,,,,
1844,30-11-22,Headphones,Accessories,West,2,2018,227.75,2022,November,1128.59%,,,,
1845,08-09-24,Monitor,Accessories,West,3,2043,479.9,2024,September,2349.00%,,,,
1846,07-06-24,Printer,Office,West,5,1035,187.12,2024,June,1807.92%,,,,
1847,12-08-23,Smartwatch,Electronics,North,6,2724,675.53,2023,August,2479.92%,,,,
1848,02-05-23,Camera,Electronics,East,1,1120,127.32,2023,May,1136.79%,,,,
1849,26-10-24,Monitor,Accessories,North,6,3438,631.95,2024,October,1838.13%,,,,
1850,27-09-22,Smartwatch,Electronics,West,5,3170,379.27,2022,September,1196.44%,,,,
1851,25-06-23,Smartwatch,Electronics,East,4,660,83.96,2023,June,1272.12%,,,,
1852,05-11-22,Tablet,Electronics,East,7,4669,1088.15,2022,November,2330.58%,,,,
1853,12-08-22,Smartwatch,Electronics,West,5,1045,89,2022,August,851.67%,,,,
1854,27-02-22,Keyboard,Accessories,North,4,2724,229.47,2022,February,842.40%,,,,
1855,14-09-23,Headphones,Accessories,West,8,5312,1583,2023,September,2980.05%,,,,
1856,23-11-24,Tablet,Electronics,West,4,4252,445.18,2024,November,1046.99%,,,,
1857,09-10-24,Printer,Office,East,7,8057,1652.27,2024,October,2050.73%,,,,
1858,20-06-23,Keyboard,Accessories,South,7,2023,274.25,2023,June,1355.66%,,,,
1859,16-03-24,Monitor,Accessories,South,8,9416,2125.54,2024,March,2257.37%,,,,
1860,27-11-23,Monitor,Accessories,East,8,7560,494.34,2023,November,653.89%,,,,
1861,08-01-23,Monitor,Accessories,West,2,828,50.07,2023,January,604.71%,,,,
1862,07-12-23,Mouse,Accessories,West,1,527,27.45,2023,December,520.87%,,,,
1863,11-09-22,Keyboard,Accessories,North,2,1160,206.49,2022,September,1780.09%,,,,
1864,29-03-22,Mouse,Accessories,West,5,5430,310.86,2022,March,572.49%,,,,
1865,15-01-24,Tablet,Electronics,South,7,6874,454.53,2024,January,661.23%,,,,
1866,12-07-23,Printer,Office,East,8,8952,1825.37,2023,July,2039.06%,,,,
1867,06-06-22,Mouse,Accessories,East,8,416,67.81,2022,June,1630.05%,,,,
1868,18-11-23,Smartphone,Electronics,South,3,1680,140.27,2023,November,834.94%,,,,
1869,27-08-22,Mouse,Accessories,South,7,4340,383.9,2022,August,884.56%,,,,
1870,16-01-22,Laptop,Electronics,West,9,7650,2130.82,2022,January,2785.39%,,,,
1871,03-04-24,Smartwatch,Electronics,West,8,6328,412.76,2024,April,652.28%,,,,
1872,19-08-22,Keyboard,Accessories,West,2,1312,344,2022,August,2621.95%,,,,
1873,21-01-22,Camera,Electronics,East,9,8055,2300.17,2022,January,2855.58%,,,,
1874,19-03-22,Camera,Electronics,South,2,840,153.61,2022,March,1828.69%,,,,
1875,16-03-23,Tablet,Electronics,South,9,9423,2794.89,2023,March,2966.03%,,,,
1876,30-12-23,Monitor,Accessories,North,8,6520,1113.12,2023,December,1707.24%,,,,
1877,20-10-22,Laptop,Electronics,North,3,1950,116.12,2022,October,595.49%,,,,
1878,16-10-23,Camera,Electronics,South,6,5928,1177.2,2023,October,1985.83%,,,,
1879,29-07-23,Camera,Electronics,South,7,4809,1418.72,2023,July,2950.14%,,,,
1880,04-06-23,Smartphone,Electronics,West,4,356,23.4,2023,June,657.30%,,,,
1881,28-04-23,Laptop,Electronics,South,2,570,94.39,2023,April,1655.96%,,,,
1882,13-05-22,Monitor,Accessories,East,7,7791,907.96,2022,May,1165.40%,,,,
1883,10-05-24,Smartwatch,Electronics,East,4,4168,494.48,2024,May,1186.37%,,,,
1884,21-08-23,Tablet,Electronics,North,2,684,183.85,2023,August,2687.87%,,,,
1885,05-01-24,Smartphone,Electronics,East,7,3857,447.99,2024,January,1161.50%,,,,
1886,07-09-24,Camera,Electronics,North,5,3250,699.99,2024,September,2153.82%,,,,
1887,03-08-23,Printer,Office,North,6,1194,79.62,2023,August,666.83%,,,,
1888,07-05-23,Laptop,Electronics,West,6,3486,320.91,2023,May,920.57%,,,,
1889,05-08-22,Monitor,Accessories,West,7,1554,370.97,2022,August,2387.19%,,,,
1890,19-07-24,Smartwatch,Electronics,North,3,2601,463.36,2024,July,1781.47%,,,,
1891,15-11-22,Headphones,Accessories,West,4,3616,745.75,2022,November,2062.36%,,,,
1892,01-02-23,Mouse,Accessories,West,5,3350,986.33,2023,February,2944.27%,,,,
1893,20-12-23,Smartwatch,Electronics,South,5,2545,588.47,2023,December,2312.26%,,,,
1894,26-08-24,Monitor,Accessories,East,1,545,68.28,2024,August,1252.84%,,,,
1895,19-12-23,Mouse,Accessories,North,7,1470,178.85,2023,December,1216.67%,,,,
1896,30-11-23,Camera,Electronics,South,3,3126,870.95,2023,November,2786.15%,,,,
1897,27-12-24,Laptop,Electronics,West,3,1368,302.29,2024,December,2209.72%,,,,
1898,21-12-24,Headphones,Accessories,East,9,7083,1353.39,2024,December,1910.76%,,,,
1899,28-01-24,Printer,Office,East,2,1994,453.74,2024,January,2275.53%,,,,
1900,03-09-22,Camera,Electronics,North,4,4716,1084.16,2022,September,2298.90%,,,,
1901,29-02-24,Monitor,Accessories,South,1,975,125.85,2024,February,1290.77%,,,,
1902,21-04-23,Smartphone,Electronics,West,9,9891,1774.03,2023,April,1793.58%,,,,
1903,24-05-24,Smartwatch,Electronics,South,2,626,159.49,2024,May,2547.76%,,,,
1904,19-05-24,Monitor,Accessories,East,8,5632,1620.04,2024,May,2876.49%,,,,
1905,10-09-24,Printer,Office,West,3,2568,734.6,2024,September,2860.59%,,,,
1906,12-09-23,Tablet,Electronics,East,7,5285,629.07,2023,September,1190.29%,,,,
1907,08-11-23,Camera,Electronics,East,2,516,122.77,2023,November,2379.26%,,,,
1908,31-05-22,Monitor,Accessories,East,3,2139,503.08,2022,May,2351.94%,,,,
1909,05-01-23,Laptop,Electronics,East,9,8136,1923.89,2023,January,2364.66%,,,,
1910,25-10-24,Laptop,Electronics,West,5,2130,318.99,2024,October,1497.61%,,,,
1911,01-04-24,Headphones,Accessories,South,5,3445,202.15,2024,April,586.79%,,,,
1912,16-12-24,Tablet,Electronics,East,8,5376,429.84,2024,December,799.55%,,,,
1913,05-08-23,Printer,Office,West,6,3006,730.14,2023,August,2428.94%,,,,
1914,31-12-22,Headphones,Accessories,North,7,3941,1113.85,2022,December,2826.31%,,,,
1915,10-03-23,Monitor,Accessories,North,5,3350,389.95,2023,March,1164.03%,,,,
1916,05-05-24,Printer,Office,South,3,2019,265.44,2024,May,1314.71%,,,,
1917,09-06-22,Headphones,Accessories,North,8,2416,403.38,2022,June,1669.62%,,,,
1918,13-05-22,Monitor,Accessories,West,8,6160,684.71,2022,May,1111.54%,,,,
1919,07-04-22,Printer,Office,East,4,2796,682.65,2022,April,2441.52%,,,,
1920,19-12-24,Smartwatch,Electronics,South,7,7700,1573.41,2024,December,2043.39%,,,,
1921,17-06-24,Smartwatch,Electronics,West,5,2095,193.93,2024,June,925.68%,,,,
1922,25-09-24,Camera,Electronics,North,5,5990,1548.62,2024,September,2585.34%,,,,
1923,27-12-24,Smartwatch,Electronics,North,2,1206,307.02,2024,December,2545.77%,,,,
1924,15-03-24,Smartwatch,Electronics,South,5,1330,285.78,2024,March,2148.72%,,,,
1925,25-07-22,Camera,Electronics,West,6,2706,766.68,2022,July,2833.26%,,,,
1926,14-01-23,Laptop,Electronics,East,3,426,50.8,2023,January,1192.49%,,,,
1927,13-11-24,Tablet,Electronics,West,1,414,50.26,2024,November,1214.01%,,,,
1928,29-06-24,Laptop,Electronics,East,5,5465,546.33,2024,June,999.69%,,,,
1929,22-05-24,Tablet,Electronics,South,3,726,71.06,2024,May,978.79%,,,,
1930,30-04-22,Smartwatch,Electronics,East,1,1001,225.75,2022,April,2255.24%,,,,
1931,16-02-22,Mouse,Accessories,West,9,7362,1866.65,2022,February,2535.52%,,,,
1932,14-05-22,Keyboard,Accessories,East,4,2284,576.59,2022,May,2524.47%,,,,
1933,17-12-22,Tablet,Electronics,East,4,2940,566.36,2022,December,1926.39%,,,,
1934,16-05-23,Printer,Office,South,4,3068,868.89,2023,May,2832.11%,,,,
1935,07-08-24,Smartphone,Electronics,North,3,3477,862.21,2024,August,2479.75%,,,,
1936,04-08-24,Smartwatch,Electronics,West,9,4014,204.48,2024,August,509.42%,,,,
1937,07-08-24,Monitor,Accessories,North,8,7200,804.53,2024,August,1117.40%,,,,
1938,03-04-24,Smartwatch,Electronics,West,3,735,134.53,2024,April,1830.34%,,,,
1939,31-01-23,Monitor,Accessories,East,3,2964,446.54,2023,January,1506.55%,,,,
1940,25-03-22,Camera,Electronics,West,9,3699,276.07,2022,March,746.34%,,,,
1941,14-05-22,Printer,Office,West,3,1563,221.62,2022,May,1417.91%,,,,
1942,13-07-23,Mouse,Accessories,South,2,124,32.27,2023,July,2602.42%,,,,
1943,03-07-23,Mouse,Accessories,North,2,416,71.68,2023,July,1723.08%,,,,
1944,07-03-23,Camera,Electronics,South,8,2624,294.24,2023,March,1121.34%,,,,
1945,04-11-24,Headphones,Accessories,East,4,1636,134.85,2024,November,824.27%,,,,
1946,24-12-23,Headphones,Accessories,East,8,8200,1978.93,2023,December,2413.33%,,,,
1947,10-03-22,Mouse,Accessories,East,5,5615,715.58,2022,March,1274.41%,,,,
1948,30-09-22,Printer,Office,East,5,3085,413.52,2022,September,1340.42%,,,,
1949,07-12-24,Keyboard,Accessories,South,6,3198,913.76,2024,December,2857.29%,,,,
1950,13-02-22,Camera,Electronics,West,4,1848,374.66,2022,February,2027.38%,,,,
1951,11-04-23,Smartwatch,Electronics,North,4,652,116.06,2023,April,1780.06%,,,,
1952,22-11-22,Mouse,Accessories,South,6,2940,609.99,2022,November,2074.80%,,,,
1953,29-05-22,Headphones,Accessories,East,4,3912,454.89,2022,May,1162.81%,,,,
1954,09-10-22,Tablet,Electronics,South,8,9392,891.07,2022,October,948.75%,,,,
1955,21-10-22,Monitor,Accessories,West,1,312,43.01,2022,October,1378.53%,,,,
1956,24-11-23,Laptop,Electronics,East,9,7731,1459.74,2023,November,1888.16%,,,,
1957,23-06-23,Tablet,Electronics,West,1,1081,229.32,2023,June,2121.37%,,,,
1958,16-08-23,Smartphone,Electronics,West,6,1926,393.01,2023,August,2040.55%,,,,
1959,26-07-22,Monitor,Accessories,East,3,936,88.51,2022,July,945.62%,,,,
1960,29-12-24,Laptop,Electronics,South,9,8550,1970.98,2024,December,2305.24%,,,,
1961,24-08-23,Monitor,Accessories,North,4,2468,457.51,2023,August,1853.77%,,,,
1962,04-09-23,Tablet,Electronics,West,3,801,90.34,2023,September,1127.84%,,,,
1963,03-01-23,Laptop,Electronics,East,9,2655,701.11,2023,January,2640.72%,,,,
1964,30-11-23,Smartwatch,Electronics,West,8,3928,700.38,2023,November,1783.04%,,,,
1965,11-07-24,Monitor,Accessories,East,8,6488,1438.34,2024,July,2216.92%,,,,
1966,03-02-24,Headphones,Accessories,West,9,7695,1749.26,2024,February,2273.24%,,,,
1967,19-07-23,Headphones,Accessories,West,2,1856,468.19,2023,July,2522.58%,,,,
1968,14-04-22,Smartwatch,Electronics,North,7,1519,403.63,2022,April,2657.21%,,,,
1969,19-01-24,Tablet,Electronics,West,3,3549,996.05,2024,January,2806.57%,,,,
1970,12-09-24,Laptop,Electronics,East,3,1656,378.84,2024,September,2287.68%,,,,
1971,24-08-24,Keyboard,Accessories,North,7,812,175.55,2024,August,2161.95%,,,,
1972,25-12-22,Mouse,Accessories,North,5,3730,864.41,2022,December,2317.45%,,,,
1973,24-12-23,Monitor,Accessories,South,1,1161,210.87,2023,December,1816.28%,,,,
1974,18-05-22,Headphones,Accessories,North,3,2256,282.52,2022,May,1252.30%,,,,
1975,28-09-24,Monitor,Accessories,East,1,359,78.17,2024,September,2177.44%,,,,
1976,23-03-24,Headphones,Accessories,East,2,130,11.1,2024,March,853.85%,,,,
1977,26-09-22,Mouse,Accessories,South,8,4248,831.54,2022,September,1957.49%,,,,
1978,04-10-24,Camera,Electronics,South,5,1825,221.47,2024,October,1213.53%,,,,
1979,25-09-24,Keyboard,Accessories,East,2,876,224.01,2024,September,2557.19%,,,,
1980,03-01-23,Camera,Electronics,North,9,9180,2752.84,2023,January,2998.74%,,,,
1981,26-03-24,Monitor,Accessories,West,5,1765,160.89,2024,March,911.56%,,,,
1982,06-10-22,Monitor,Accessories,South,2,1504,164.51,2022,October,1093.82%,,,,
1983,30-06-22,Keyboard,Accessories,South,9,1881,430.78,2022,June,2290.16%,,,,
1984,16-01-22,Keyboard,Accessories,East,9,7425,1533.72,2022,January,2065.62%,,,,
1985,16-10-22,Tablet,Electronics,East,9,720,192.83,2022,October,2678.19%,,,,
1986,07-05-24,Smartphone,Electronics,West,5,2985,698.22,2024,May,2339.10%,,,,
1987,04-01-22,Laptop,Electronics,North,9,711,200.11,2022,January,2814.49%,,,,
1988,13-08-24,Printer,Office,South,6,6276,1396.25,2024,August,2224.75%,,,,
1989,13-01-23,Mouse,Accessories,East,7,7966,955.8,2023,January,1199.85%,,,,
1990,14-03-23,Headphones,Accessories,East,8,4200,854.89,2023,March,2035.45%,,,,
1991,17-05-24,Laptop,Electronics,East,7,455,80,2024,May,1758.24%,,,,
1992,15-10-24,Keyboard,Accessories,South,8,5040,465.36,2024,October,923.33%,,,,
1993,11-09-23,Mouse,Accessories,East,1,856,87.69,2023,September,1024.42%,,,,
1994,20-07-23,Monitor,Accessories,West,5,5230,385.77,2023,July,737.61%,,,,
1995,19-03-22,Laptop,Electronics,South,5,4635,769.03,2022,March,1659.18%,,,,
1996,07-12-24,Laptop,Electronics,East,6,5508,360.28,2024,December,654.10%,,,,
1997,06-06-23,Smartphone,Electronics,North,1,258,27.01,2023,June,1046.90%,,,,
1998,13-07-23,Smartphone,Electronics,East,1,677,88.41,2023,July,1305.91%,,,,
1999,10-07-23,Monitor,Accessories,West,5,4545,755.05,2023,July,1661.28%,,,,
2000,09-09-24,Smartphone,Electronics,South,5,4370,1255.36,2024,September,2872.68%,,,,
2001,06-01-23,Keyboard,Accessories,East,3,372,57.51,2023,January,1545.97%,,,,
2002,05-09-24,Camera,Electronics,West,9,3177,629.96,2024,September,1982.88%,,,,
2003,19-04-23,Printer,Office,South,7,1659,127.48,2023,April,768.41%,,,,
2004,20-04-23,Tablet,Electronics,South,3,3360,759.31,2023,April,2259.85%,,,,
2005,02-03-23,Smartphone,Electronics,West,2,1132,290.56,2023,March,2566.78%,,,,
2006,05-10-24,Smartwatch,Electronics,East,5,1815,468.62,2024,October,2581.93%,,,,
2007,11-11-23,Mouse,Accessories,North,1,459,125.19,2023,November,2727.45%,,,,
2008,15-11-23,Smartphone,Electronics,West,1,1128,73.74,2023,November,653.72%,,,,
2009,30-10-24,Monitor,Accessories,East,6,1170,104.63,2024,October,894.27%,,,,
2010,01-08-22,Smartwatch,Electronics,North,5,4420,380.69,2022,August,861.29%,,,,
2011,29-02-24,Smartphone,Electronics,West,6,456,69.15,2024,February,1516.45%,,,,
2012,25-02-24,Tablet,Electronics,North,2,1458,154.79,2024,February,1061.66%,,,,
2013,24-06-24,Monitor,Accessories,West,7,2989,197.58,2024,June,661.02%,,,,
2014,20-12-24,Camera,Electronics,North,4,3424,845.68,2024,December,2469.86%,,,,
2015,14-10-24,Mouse,Accessories,West,2,1226,124.25,2024,October,1013.46%,,,,
2016,16-11-24,Laptop,Electronics,North,8,6760,1097.63,2024,November,1623.71%,,,,
2017,25-09-23,Smartphone,Electronics,West,1,111,13.61,2023,September,1226.13%,,,,
2018,09-06-23,Printer,Office,North,5,3275,222.29,2023,June,678.75%,,,,
2019,08-09-24,Headphones,Accessories,North,3,2508,498.69,2024,September,1988.40%,,,,
2020,01-09-24,Keyboard,Accessories,South,8,904,202.35,2024,September,2238.38%,,,,
2021,05-09-24,Printer,Office,West,3,1506,427.84,2024,September,2840.90%,,,,
2022,23-10-22,Smartphone,Electronics,South,3,987,97.01,2022,October,982.88%,,,,
2023,29-01-22,Smartphone,Electronics,East,7,2968,728.94,2022,January,2456.00%,,,,
2024,17-03-22,Mouse,Accessories,South,5,4200,746.86,2022,March,1778.24%,,,,
2025,16-01-24,Smartwatch,Electronics,North,5,1645,313.66,2024,January,1906.75%,,,,
2026,25-11-24,Printer,Office,East,3,3282,492.59,2024,November,1500.88%,,,,
2027,13-02-22,Headphones,Accessories,East,9,4914,1160.45,2022,February,2361.52%,,,,
2028,30-03-23,Laptop,Electronics,North,6,3924,762.96,2023,March,1944.34%,,,,
2029,12-09-23,Headphones,Accessories,South,6,420,65.62,2023,September,1562.38%,,,,
2030,28-06-24,Printer,Office,West,4,1544,106.02,2024,June,686.66%,,,,
2031,29-08-22,Headphones,Accessories,East,2,2046,233.47,2022,August,1141.10%,,,,
2032,22-11-23,Headphones,Accessories,West,2,1548,157.48,2023,November,1017.31%,,,,
2033,10-05-23,Keyboard,Accessories,North,4,3184,478.27,2023,May,1502.10%,,,,
2034,17-10-24,Printer,Office,South,5,3385,774.86,2024,October,2289.10%,,,,
2035,11-10-23,Monitor,Accessories,North,1,59,10.32,2023,October,1749.15%,,,,
2036,18-05-24,Monitor,Accessories,South,8,5976,1016.99,2024,May,1701.79%,,,,
2037,30-01-23,Mouse,Accessories,West,3,1791,122.5,2023,January,683.98%,,,,
2038,13-01-23,Smartwatch,Electronics,West,2,1644,189.32,2023,January,1151.58%,,,,
2039,17-05-24,Tablet,Electronics,West,8,6584,544.62,2024,May,827.19%,,,,
2040,03-08-22,Headphones,Accessories,East,5,1620,325.87,2022,August,2011.54%,,,,
2041,06-02-24,Mouse,Accessories,West,9,2736,407.22,2024,February,1488.38%,,,,
2042,11-04-24,Monitor,Accessories,South,4,1064,274.47,2024,April,2579.61%,,,,
2043,18-06-24,Camera,Electronics,South,7,2667,363.5,2024,June,1362.95%,,,,
2044,03-04-23,Headphones,Accessories,South,3,735,217.79,2023,April,2963.13%,,,,
2045,18-12-24,Laptop,Electronics,East,1,58,11.25,2024,December,1939.66%,,,,
2046,25-04-23,Camera,Electronics,South,7,3136,850.3,2023,April,2711.42%,,,,
2047,17-09-23,Mouse,Accessories,East,4,3936,374.34,2023,September,951.07%,,,,
2048,23-11-22,Smartphone,Electronics,East,9,6102,947.91,2022,November,1553.44%,,,,
2049,17-05-24,Smartphone,Electronics,North,8,9408,552.44,2024,May,587.20%,,,,
2050,14-12-22,Mouse,Accessories,South,9,7875,1243.56,2022,December,1579.12%,,,,
2051,13-10-24,Keyboard,Accessories,North,9,9900,576.8,2024,October,582.63%,,,,
2052,16-10-24,Keyboard,Accessories,North,2,430,114.91,2024,October,2672.33%,,,,
2053,18-09-23,Mouse,Accessories,South,3,813,238.1,2023,September,2928.66%,,,,
2054,09-12-23,Camera,Electronics,South,4,4176,980.11,2023,December,2347.01%,,,,
2055,02-10-23,Camera,Electronics,South,4,3084,348.38,2023,October,1129.64%,,,,
2056,31-03-22,Mouse,Accessories,West,7,8008,1593.65,2022,March,1990.07%,,,,
2057,12-06-24,Smartwatch,Electronics,South,4,4608,963.5,2024,June,2090.93%,,,,
2058,16-06-24,Headphones,Accessories,West,4,4356,614.62,2024,June,1410.97%,,,,
2059,04-09-23,Printer,Office,South,1,566,169.17,2023,September,2988.87%,,,,
2060,02-12-22,Laptop,Electronics,East,7,945,75.21,2022,December,795.87%,,,,
2061,12-11-22,Smartwatch,Electronics,North,4,2200,484.33,2022,November,2201.50%,,,,
2062,30-12-24,Mouse,Accessories,North,1,746,131.25,2024,December,1759.38%,,,,
2063,06-12-24,Monitor,Accessories,East,5,3505,678.18,2024,December,1934.89%,,,,
2064,26-05-24,Monitor,Accessories,East,5,4795,819.12,2024,May,1708.28%,,,,
2065,20-10-24,Monitor,Accessories,North,5,4590,650.05,2024,October,1416.23%,,,,
2066,04-05-23,Monitor,Accessories,North,4,2092,467.02,2023,May,2232.41%,,,,
2067,09-05-24,Mouse,Accessories,South,8,3568,334.13,2024,May,936.46%,,,,
